450.16,0.023418,0.026031,0.01162
450.58,0.023872,0.025714,0.01121
451.01,0.024096,0.025231,0.01003
451.43,0.023494,0.025173,0.01057
451.85,0.024084,0.025251,0.01119
452.27,0.023842,0.025106,0.01161
452.69,0.023169,0.025195,0.01088
453.12,0.023863,0.024314,0.01151
453.54,0.023275,0.025152,0.01137
453.96,0.024967,0.025063,0.01054
454.38,0.024186,0.024877,0.0111
454.8,0.023456,0.025221,0.0109
455.23,0.02467,0.025469,0.01013
455.65,0.02411,0.024609,0.0121
456.07,0.024477,0.024794,0.01138
456.49,0.024417,0.02538,0.0119
456.91,0.024743,0.024276,0.01086
457.33,0.023323,0.024368,0.01125
457.76,0.024525,0.025145,0.01094
458.18,0.024788,0.02356,0.01133
458.6,0.025011,0.024561,0.01149
459.02,0.024873,0.023408,0.01082
459.44,0.024889,0.024305,0.01121
459.87,0.024816,0.024153,0.01065
460.29,0.024737,0.023668,0.01118
460.71,0.024745,0.023818,0.01086
461.13,0.024705,0.024024,0.01203
461.55,0.024899,0.023249,0.01096
461.98,0.025235,0.023642,0.01127
462.4,0.024357,0.023374,0.01153
462.82,0.024988,0.023374,0.01177
463.24,0.024847,0.023426,0.01118
463.66,0.025099,0.023872,0.01026
464.08,0.024237,0.022742,0.01167
464.51,0.02547,0.023444,0.01138
464.93,0.025553,0.023556,0.01105
465.35,0.025641,0.022879,0.01234
465.77,0.025538,0.022693,0.01217
466.19,0.025898,0.023297,0.01163
466.62,0.025665,0.022737,0.01163
467.04,0.024896,0.022251,0.01224
467.46,0.025744,0.022426,0.01067
467.88,0.02559,0.022824,0.01118
468.3,0.026292,0.02294,0.01124
468.72,0.025747,0.022666,0.01076
469.15,0.026195,0.02317,0.0119
469.57,0.026012,0.022563,0.0106
469.99,0.025307,0.022698,0.01141
470.41,0.025645,0.022436,0.01169
470.83,0.026267,0.022488,0.01049
471.25,0.026098,0.022831,0.01207
471.68,0.027178,0.022353,0.01102
472.1,0.025908,0.022357,0.01147
472.52,0.02694,0.022427,0.01197
472.94,0.026149,0.021371,0.01199
473.36,0.026148,0.021689,0.01133
473.78,0.026432,0.022549,0.01175
474.21,0.02725,0.021154,0.01235
474.63,0.026155,0.022909,0.01113
475.05,0.026918,0.021316,0.01082
475.47,0.027223,0.021982,0.01162
475.89,0.026545,0.022186,0.01142
476.31,0.027341,0.021747,0.01204
476.74,0.026591,0.021502,0.01118
477.16,0.02778,0.021629,0.01106
477.58,0.026978,0.020988,0.01146
478,0.026719,0.021655,0.01196
478.42,0.027667,0.021401,0.01147
478.84,0.027468,0.022942,0.01114
479.27,0.027984,0.020926,0.01143
479.69,0.027814,0.020834,0.01214
480.11,0.027068,0.020983,0.01146
480.53,0.027054,0.020842,0.01124
480.95,0.027839,0.021581,0.01203
481.37,0.027489,0.021542,0.01086
481.8,0.027974,0.020511,0.01183
482.22,0.027678,0.020506,0.01174
482.64,0.027945,0.020724,0.01178
483.06,0.027597,0.020777,0.01109
483.48,0.027533,0.020692,0.01103
483.9,0.027693,0.020751,0.01155
484.32,0.028239,0.021207,0.01204
484.75,0.028673,0.021593,0.01106
485.17,0.028053,0.021071,0.01169
485.59,0.027836,0.020796,0.01116
486.01,0.028656,0.020619,0.01159
486.43,0.028097,0.020202,0.01113
486.85,0.028682,0.020375,0.01194
487.27,0.02854,0.020272,0.01132
487.7,0.02889,0.01975,0.01163
488.12,0.028899,0.020308,0.01154
488.54,0.028042,0.019855,0.01178
488.96,0.029282,0.020494,0.01191
489.38,0.0298,0.019907,0.01179
489.8,0.02924,0.02028,0.01094
490.22,0.029533,0.020603,0.01171
490.65,0.029213,0.019847,0.01154
491.07,0.02907,0.020229,0.0115
491.49,0.029692,0.019658,0.01145
491.91,0.030311,0.019583,0.01217
492.33,0.03021,0.020433,0.01221
492.75,0.029456,0.020287,0.01213
493.17,0.03034,0.019434,0.01175
493.6,0.030413,0.020185,0.01186
494.02,0.030315,0.020605,0.0118
494.44,0.030449,0.019367,0.01138
494.86,0.030315,0.019834,0.0114
495.28,0.03047,0.019335,0.01077
495.7,0.030382,0.019915,0.01175
496.12,0.030974,0.019623,0.01148
496.54,0.030443,0.019214,0.01157
496.97,0.031549,0.020044,0.01173
497.39,0.030892,0.018929,0.01195
497.81,0.030685,0.018988,0.01084
498.23,0.031705,0.019107,0.01185
498.65,0.031331,0.019912,0.01127
499.07,0.031717,0.018992,0.01095
499.49,0.031597,0.018865,0.01158
499.91,0.03142,0.019126,0.01182
500.34,0.031335,0.019666,0.01143
500.76,0.031718,0.018663,0.01178
501.18,0.031698,0.019203,0.01193
501.6,0.03227,0.019213,0.01187
502.02,0.032293,0.018528,0.01152
502.44,0.032194,0.019708,0.01121
502.86,0.032656,0.01862,0.01155
503.28,0.032097,0.018988,0.01098
503.7,0.032338,0.018794,0.01222
504.13,0.032444,0.019558,0.01143
504.55,0.032621,0.018732,0.01057
504.97,0.033277,0.01824,0.0112
505.39,0.033365,0.018431,0.01137
505.81,0.032878,0.018875,0.01084
506.23,0.033503,0.018946,0.01083
506.65,0.03324,0.019065,0.01145
507.07,0.033151,0.018721,0.01091
507.49,0.033011,0.019067,0.01238
507.92,0.033108,0.018813,0.01149
508.34,0.033148,0.018768,0.01195
508.76,0.033359,0.018874,0.01099
509.18,0.034615,0.019419,0.01126
509.6,0.033509,0.018832,0.01105
510.02,0.034013,0.018273,0.0116
510.44,0.034621,0.018482,0.01166
510.86,0.033867,0.018146,0.01184
511.28,0.034915,0.018377,0.0107
511.7,0.034257,0.017775,0.01059
512.13,0.034525,0.018439,0.01086
512.55,0.034567,0.01815,0.01116
512.97,0.034039,0.018557,0.01146
513.39,0.035042,0.018475,0.01115
513.81,0.034559,0.018041,0.01131
514.23,0.035079,0.018692,0.0109
514.65,0.035388,0.018368,0.0113
515.07,0.035769,0.017981,0.01149
515.49,0.035715,0.018456,0.01159
515.91,0.035762,0.018274,0.01204
516.33,0.036194,0.018047,0.01102
516.76,0.035994,0.018463,0.01072
517.18,0.035619,0.017969,0.01115
517.6,0.036277,0.018167,0.01082
518.02,0.035777,0.017874,0.0112
518.44,0.036194,0.017859,0.01163
518.86,0.036517,0.01842,0.01093
519.28,0.036881,0.017709,0.01052
519.7,0.036744,0.018459,0.01163
520.12,0.036791,0.018325,0.01123
520.54,0.036598,0.018145,0.01118
520.96,0.037151,0.018351,0.012
521.38,0.037165,0.017565,0.01082
521.8,0.037136,0.018311,0.01118
522.23,0.037783,0.017762,0.01018
522.65,0.037725,0.01846,0.01161
523.07,0.037014,0.018289,0.01124
